_id,pet_id,duration_s,n_beats,hr_mean_bpm,hr_min_bpm,hr_max_bpm,sdnn_ms,rmssd_ms,br_episode_count,br_total_s,br_value_mean,bad_ecg_fraction,has_bradycardia,DogID,breed,weight_kg,age_months,Gender,NeuteringStatus
62279afc8cb091d84e475091,2,300.08,216,43.46507631658749,25.97402597402595,90.90909090909138,521.4002638724577,771.7897030891207,25,1000.0,11.4428,0.0,1,,,,,,
62277a40a5ff2fba7b7faef7,2,300.14,224,45.20881200162184,23.4375,89.55223880597562,449.106822198149,700.2428793569346,15,600.0,15.481333333333335,0.0,1,,,,,,
62279b088cb091d84e475092,9,300.12,361,72.544080604534,26.666666666666668,149.99999999999787,334.1919014870028,509.5656023163907,1,40.0,22.96,0.17326402772224445,1,,,,,,
62279b07ea79f8f9cc02b2a4,9,300.09,307,61.61280579885231,34.6820809248557,122.44897959183446,362.65517411640855,600.5066167173408,2,80.0,20.12,0.0,1,,,,,,
62279b128cb091d84e475093,9,300.09,289,57.754010695187155,29.70297029702997,117.64705882352496,429.49303411923836,660.3269700058239,2,80.0,17.35,0.0,1,,,,,,
62277a46aea43ef3b260d6d8,9,300.14,297,59.56932984503925,32.608695652173914,127.65957446808541,390.8058965014027,539.1773394624714,3,120.0,14.159999999999998,0.0,1,,,,,,
62279b1d8cb091d84e475094,9,300.13,289,57.88556880611014,30.927835051546428,120.0,412.7882913089164,606.4022537720252,3,120.08000000000001,15.426666666666668,0.0,1,,,,,,
62279b0eea79f8f9cc02b2a5,9,300.09,299,59.76135566028276,32.78688524590193,117.64705882352987,414.2070757945919,585.1391960789141,9,360.0,14.773333333333333,0.0,1,,,,,,
62279b15ea79f8f9cc02b2a6,9,300.08,294,58.983392048314045,32.085561497326125,111.11111111111055,397.51910762575847,617.7275522162837,25,1000.0,17.4016,0.0,1,,,,,,
62277a44a5ff2fba7b7faef9,9,300.14,303,60.78701063437217,31.74603174603174,142.85714285714712,412.3858027865733,547.4076629913587,2,80.0,14.565000000000001,0.0,1,,,,,,
62279b268cb091d84e475095,9,300.12,313,62.84620807734918,36.144578313253085,153.84615384615924,385.83093626313786,513.3757516472906,7,280.0,17.082857142857144,0.0,1,,,,,,
62279b20ea79f8f9cc02b2a7,9,300.09,306,61.283948963531024,34.88372093023316,130.43478260869566,392.22469502713466,448.5191276798982,2,80.1,11.54,0.0,1,,,,,,
62277a48a5ff2fba7b7faefa,9,300.14,299,59.89147182957058,29.12621359223298,146.34146341463537,432.6226552941617,513.0531834260155,2,80.0,12.545,0.173252482174985,1,,,,,,
62279b2f8cb091d84e475096,9,300.12,270,53.98534970063886,30.0,115.38461538461942,433.94262980151314,629.3354111294667,1,40.0,16.07,0.0,1,,,,,,
62277a4baea43ef3b260d6d9,9,300.14,295,59.04800160674834,33.519553072625314,122.44897959183446,417.4854827413576,578.8782255362529,3,120.9,15.706666666666665,0.0,1,,,,,,
62279b39ea79f8f9cc02b2aa,9,300.12,296,59.46381777867366,33.51955307262571,146.34146341463537,427.6999668184592,530.9592141349746,3,120.0,13.086666666666666,0.0,1,,,,,,
62277a4faea43ef3b260d6da,9,300.14,329,65.90315451074945,32.43243243243204,111.11111111111111,367.181763203266,584.0774633389202,7,280.0,17.77285714285714,0.0,1,,,,,,
62279b528cb091d84e47509a,9,300.18,351,70.33997655334115,39.21568627450978,120.0,320.5276362750116,507.23871843394454,13,520.0,20.032307692307693,0.0,1,,,,,,
62277a53a5ff2fba7b7faefb,9,300.14,333,67.0075349838536,38.4615384615384,122.44897959183446,347.9818420960591,559.4975086947669,13,520.0,20.39769230769231,0.0,1,,,,,,
62277a54aea43ef3b260d6db,9,300.14,309,62.04673650282031,36.809815950920346,120.0,402.56527561840187,552.3600534655775,10,400.0,14.909,0.0,1,,,,,,
62279ba78cb091d84e4750a3,27,300.09,410,82.09554395824972,33.14917127071819,300.0000000000011,317.8134568506912,379.9113028579375,8,320.0,11.32375,0.9000119964010799,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279ba2ea79f8f9cc02b2b5,27,300.09,386,77.57925846319183,39.21568627450978,176.47058823529235,292.06896034567353,327.33098374071886,1,40.0,11.98,0.5534492985437703,1,27.0,Mudi,16.0,99.0,2.0,1.0
62277a67aea43ef3b260d6df,27,300.14,355,73.50498338870432,34.6820809248557,181.81818181818275,337.8421692872719,368.5916078413942,5,200.0,9.808000000000002,0.0866262410874925,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279bb4ea79f8f9cc02b2b7,27,300.13,330,66.04436414734518,32.967032967032964,176.47058823529417,361.8104885695901,464.07658114877194,14,560.0,13.933571428571428,0.08662912737813615,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279bbdea79f8f9cc02b2b8,27,300.09,307,61.614873481441705,30.927835051546428,153.84615384615924,394.27460936272445,534.778949277331,14,560.0,12.677857142857139,0.0,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279bc28cb091d84e4750a6,27,300.18,314,62.82617422721799,30.30303030303046,139.534883720928,398.3766133020993,475.32512489765736,6,240.56,11.896666666666667,0.0,1,27.0,Mudi,16.0,99.0,2.0,1.0
62277a6ba5ff2fba7b7faefe,27,300.14,343,68.94929605860018,16.853932584269515,171.42857142858813,404.72678475810056,506.1263968800377,6,240.0,12.43,0.46693609648830553,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279bceea79f8f9cc02b2ba,27,300.13,319,64.05909014604667,27.777777777777825,240.0,348.0966710317556,460.36023475244514,6,240.0,14.704999999999998,0.1732582547562723,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279bd7ea79f8f9cc02b2bb,27,300.18,310,62.18972225949282,32.96703296703309,133.3333333333367,349.43233801902926,475.4102807732875,15,600.0,13.618666666666668,0.0,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279be08cb091d84e4750a9,27,300.18,331,66.49204110417087,32.60869565217385,153.8461538461536,371.1952122586686,460.0928279536052,12,480.0,13.328333333333333,0.0,1,27.0,Mudi,16.0,99.0,2.0,1.0
62277a73aea43ef3b260d6e2,27,300.14,340,68.32152094319976,35.92814371257451,285.7142857143136,301.0425787174204,361.86728091122336,3,120.0,14.026666666666666,0.173252482174985,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279be8ea79f8f9cc02b2bd,27,300.13,335,67.27767146741867,33.898305084745566,250.00000000002012,274.5970891065259,319.6150086490851,10,400.0,12.625,0.08662912737813615,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279bf28cb091d84e4750ab,27,300.18,353,70.67326997724534,39.7350993377484,300.00000000001705,273.07696867555615,302.8294866846653,14,560.0,13.854999999999999,0.2071577053767739,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279bf98cb091d84e4750ac,27,300.13,1039,208.83911206491854,68.18181818181853,1500.0000000002985,106.28851681910923,130.5038082701003,20,800.0,9.2285,0.9866751074534369,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279c06ea79f8f9cc02b2c0,27,300.18,1036,207.85219399538104,65.21739130434669,857.1428571425927,112.04344280427688,131.3918939175257,8,320.0,8.265,0.9866899860083949,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279c0dea79f8f9cc02b2c1,27,300.18,868,173.94502775362804,33.70786516853931,300.00000000001705,161.55662929736948,143.97122499258714,5,200.0,15.299999999999997,0.9866899860083949,1,27.0,Mudi,16.0,99.0,2.0,1.0
62277a7caea43ef3b260d6e3,27,300.14,490,101.23175654694131,7.518796992481213,428.57142857147034,707.7145692265525,920.2094602967696,4,161.02,12.9725,0.8134410608382756,1,27.0,Mudi,16.0,99.0,2.0,1.0
62279c20ea79f8f9cc02b2c3,18,300.12,548,109.86877343331547,37.500000000000135,230.76923076922623,162.3251713811003,165.66051609664342,1,40.0,22.85,0.4331600693056111,1,18.0,Belgian Shepherd,29.0,76.0,2.0,0.0
62279c298cb091d84e4750b2,19,300.24,347,69.80028242888844,30.30303030303024,300.00000000001705,437.5840899811608,504.01345737727127,2,80.0,12.555,0.8134519051425526,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c338cb091d84e4750b3,19,300.39,304,60.86578057517828,17.699115044247712,300.0000000000064,506.9013538947959,630.0286443608992,1,40.0,10.8,0.6058790239355505,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62277a86aea43ef3b260d6e4,19,300.36,261,52.3279216422917,28.037383177570273,285.71428571428453,512.5243060003738,681.3222438758337,13,520.0,11.416923076923073,0.17312558263417233,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c3aea79f8f9cc02b2c6,19,300.44,252,50.30900283948554,27.39726027397263,96.77419354838639,531.6076167318627,698.4568705367564,1,40.0,9.8,0.0865397417121555,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c3e8cb091d84e4750b4,19,300.39,248,49.525464510092235,25.751072961373566,98.36065573770271,578.0804574103744,734.142384453047,5,200.0,10.319999999999999,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c44ea79f8f9cc02b2c7,19,300.48,274,54.82845188284519,26.54867256637179,103.44827586206927,520.2887335896938,620.4054651407195,1,40.0,9.11,0.08652822151224707,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62277a87a5ff2fba7b7faf01,19,300.14,301,60.39255158530448,29.268292682926816,299.99999999999574,476.92586173531606,512.3080438296627,2,80.53999999999999,10.23,0.43313120543746253,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c458cb091d84e4750b5,19,300.12,244,48.89336016096579,26.785714285714178,96.77419354838861,574.9758914843164,701.2291451797948,25,1000.0,9.3708,0.08663201386112222,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c4fea79f8f9cc02b2c8,19,300.39,246,49.33548127265405,24.793388429752046,103.44827586206927,576.8420013718423,657.1616813310395,2,80.0,8.59,0.0,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c4e8cb091d84e4750b6,19,300.49,246,49.24458142105792,26.785714285714302,101.6949152542367,550.765782773468,594.5917458746757,2,80.0,8.305,0.1730506838829911,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62277a8baea43ef3b260d6e5,19,300.14,286,57.37677415025333,26.785714285714345,300.00000000001705,520.0696646992114,527.1792463161627,10,400.0,8.860000000000001,0.173252482174985,1,19.0,German Shepherd,30.0,57.0,1.0,0.0
62279c56ea79f8f9cc02b2c9,9,300.12,329,65.94290309609971,39.47368421052605,120.0,284.67479767991614,429.4399311128969,3,120.0,17.76,0.0,1,,,,,,
62279c60ea79f8f9cc02b2ca,9,300.09,300,60.28833551769331,36.809815950920346,115.38461538461942,351.65410127687954,546.4276909862002,18,720.3,17.923333333333332,0.0,1,,,,,,
62279c628cb091d84e4750b8,9,300.08,306,61.17127958283193,37.03703703703704,125.00000000001006,347.3375157833908,552.6401941684334,10,400.0,18.139,0.0,1,,,,,,
62277a90a5ff2fba7b7faf02,9,300.14,302,60.33071655253048,36.58536585365852,120.0,345.36384268141404,555.9688240660031,3,120.0,20.24,0.0,1,,,,,,
62279c66ea79f8f9cc02b2cb,9,300.13,315,63.45143472989357,36.58536585365884,150.00000000000853,363.0732111451746,470.38390955071657,3,120.0,15.540000000000001,0.0,1,,,,,,
62279c6d8cb091d84e4750b9,9,300.09,322,64.59618996511938,37.73584905660369,120.0,316.7938679185231,462.6982683131629,9,360.68,16.76111111111111,0.0,1,,,,,,
62279c70ea79f8f9cc02b2cc,9,300.08,312,62.571256119643216,30.61224489795906,120.0,387.87023227271607,527.7783625727776,16,640.0,15.47625,0.0,1,,,,,,
62277a91aea43ef3b260d6e6,9,300.14,317,63.46868409600643,31.914893617021352,115.38461538461627,366.11066810183434,519.9703898773544,25,1000.0,17.298000000000002,0.0,1,,,,,,
62279c748cb091d84e4750ba,9,300.12,380,76.37792630907198,42.55319148936181,153.8461538461536,264.86371175574135,350.3898056065782,10,400.08,19.127000000000002,0.08663201386112222,1,,,,,,
62279c7cea79f8f9cc02b2cd,9,300.09,351,70.37533512064341,41.95804195804197,120.0,291.0296202605733,427.8214955933033,13,520.0,17.963846153846152,0.0,1,,,,,,
62277a96a5ff2fba7b7faf03,9,300.14,358,71.82376018509204,41.95804195804197,124.99999999999527,296.29583014192696,425.51720016992033,15,600.0,17.831333333333337,0.0,1,,,,,,
62279c83ea79f8f9cc02b2ce,9,300.13,375,75.19351271654995,43.1654676258997,153.84615384615924,282.4600600767456,373.6100244936494,12,480.0,19.164166666666667,0.0,1,,,,,,
62277a98aea43ef3b260d6e7,9,300.14,347,69.48721381711073,35.71428571428572,142.85714285713743,339.21152457815293,454.38475683761277,7,280.0,17.17,0.0,1,,,,,,
62279c908cb091d84e4750bd,9,300.13,343,68.69539017776438,36.58536585365884,122.44897959183801,307.33504680143,483.6002566284925,2,80.16,20.82,0.0,1,,,,,,
62277a9caea43ef3b260d6e8,9,300.14,341,68.37148506887422,32.25806451612904,153.84615384615924,350.57337704791183,488.31719948782785,4,160.0,18.9075,0.0,1,,,,,,
62277a9fa5ff2fba7b7faf04,9,300.14,291,58.350100603621726,30.612244897959503,120.0,443.0819162823624,649.6695992851219,16,640.0,15.555,0.0,1,,,,,,
62277aa2a5ff2fba7b7faf05,9,300.14,375,75.03260106329623,41.379310344827914,272.72727272727195,308.0251670231888,428.5660985242428,3,120.0,18.709999999999997,0.43313120543746253,1,,,,,,
62279cc08cb091d84e4750c2,9,300.18,371,74.26984711117058,35.92814371257481,157.8947368421057,325.5082048813881,417.95378435140213,4,160.0,16.849999999999998,0.7268458924645212,1,,,,,,
62279cc4ea79f8f9cc02b2d5,9,300.18,328,65.6340949386144,37.26708074534162,117.64705882353151,353.4958791808073,568.3438430443132,22,880.0,20.206363636363637,0.0,1,,,,,,
62279cd08cb091d84e4750c4,9,300.18,299,60.034247725212374,34.285714285714285,120.0,442.8162208580401,558.7965062109226,5,200.0,13.468,0.0,1,,,,,,
62279cdf8cb091d84e4750c5,9,300.18,314,63.05822308777113,18.691588785046847,146.34146341463537,455.4716991728899,589.374668610723,5,200.0,16.008000000000003,0.2071577053767739,1,,,,,,
62279d368cb091d84e4750cf,17,300.11,341,68.45637583892618,17.751479289940814,272.7272727272741,466.7516716908487,617.5818768643303,4,160.0,16.795,0.6064443037552897,1,,,,,,
62279d42ea79f8f9cc02b2e2,17,300.09,350,70.2778896496174,34.482758620689474,285.7142857142362,348.03629256529314,481.0981810089433,1,40.0,19.33,0.8133713219367524,1,,,,,,
62279d3f8cb091d84e4750d0,17,300.12,647,129.97552060628416,37.500000000000135,499.99999999998107,355.0272253861018,292.222703647632,1,40.0,15.55,0.6401799280287885,1,,,,,,
62277ac1a5ff2fba7b7faf0a,17,300.14,993,200.2220203855081,11.029411764705884,375.00000000007464,250.2099828976635,325.5615346064983,2,80.0,12.135,0.9866935430132606,1,,,,,,
62279d48ea79f8f9cc02b2e3,17,300.1,290,58.174254369778915,33.70786516853931,113.20754716981108,406.3944032535026,550.164432490667,3,120.0,14.18,0.0,1,,,,,,
62279d4fea79f8f9cc02b2e4,17,300.13,292,58.821547687228374,34.482758620689474,399.9999999999848,414.794920896137,578.5636197247164,4,160.0,15.629999999999999,0.606403891646953,1,,,,,,
62277ac4a5ff2fba7b7faf0b,17,300.14,291,58.40494092373791,33.89830508474584,272.7272727272741,428.8840515225533,617.4206868078447,4,160.0,15.432499999999997,0.43313120543746253,1,,,,,,
62279d548cb091d84e4750d2,17,300.15,627,126.03603905909199,37.9746835443038,300.00000000001705,224.71298726457076,239.99466660740458,3,120.0,16.966666666666665,0.9866859903381643,1,,,,,,
62279d5e8cb091d84e4750d3,17,300.09,450,90.35417225650657,32.25806451612892,300.00000000001705,363.9552768748733,428.4536668565899,25,1000.0,18.4304,0.9866783298343832,1,,,,,,
62277ac8aea43ef3b260d6ee,17,300.14,636,127.42474916387961,36.144578313252936,300.00000000001705,217.524876644178,259.912627881932,10,400.0,20.125,0.9866678883187847,1,,,,,,
62279d6a8cb091d84e4750d4,17,300.13,462,92.84683293612164,34.090909090909264,300.00000000001705,398.3548574748746,414.04552364706467,7,280.0,18.008571428571425,0.9000459800753008,1,,,,,,
62277acfa5ff2fba7b7faf0c,17,300.14,272,54.514366178294836,32.43243243243247,150.0000000000032,438.79799350436593,620.9100250916053,1,40.0,14.56,0.0866262410874925,1,,,,,,
